scaled_log_Total rice purchase (IDR),scaled_log_Building rent cost (IDR),scaled_log_Labor cost (IDR),scaled_log_Supporting equipment cost (IDR),scaled_log_Value of rice sold (IDR),scaled_log_Total rice purchase (kg),scaled_Total precipitation (%),scaled_Precipitation quality (%),Regency,Regency_encoded
0.0,0.0,-0.0158590766165068,0.8340442332416708,-0.1843051445903249,0.0,2.3529411764705883,1.702127659574468,Subang,3
0.1436586657301377,0.0,0.2862439763325471,0.0,0.0,0.0,-0.5882352941176471,-0.425531914893617,Subang,3
0.1436586657301377,2.41865730572719,0.1937845717935488,-0.630929609061748,0.0,0.0,-0.5882352941176471,-0.425531914893617,Subang,3
0.1436586657301377,1.033092657997799,0.1431219859857254,1.000000606825675,0.0,0.0,-0.5882352941176471,-0.425531914893617,Subang,3
-0.2837597146844217,0.0,0.1431219859857254,-0.630929609061748,0.0016800227452547,0.0,1.7647058823529411,1.2765957446808511,Subang,3
0.0,0.0,-0.0827077504549078,-0.630929609061748,0.0416924537176455,0.0,1.7647058823529411,1.4893617021276595,Subang,3
0.2119429272722693,0.118270905193017,-0.4009968614520013,0.6309300641808907,0.0968198740163936,0.1372472021644997,1.1764705882352942,0.851063829787234,Subang,3
0.3419440045019695,0.0,0.2059553214777268,-0.3246595290491688,0.2901306305840591,0.3052270108197064,1.4705882352941178,1.2765957446808511,Subang,3
0.3419440045019695,0.0,0.3182891458858672,-0.2031140325249454,0.3467740920324101,0.3052270108197064,1.4705882352941178,1.0638297872340423,Subang,3
0.7282158042210509,0.0,-0.7192859288381386,-0.630929609061748,0.3872296335515279,0.5217942783161906,2.3529411764705883,1.702127659574468,Subang,3
0.5845571375474204,0.0,0.2059553214777268,-0.2031140325249454,0.5621690791229408,0.5217942783161906,1.1764705882352942,0.851063829787234,Subang,3
0.7727425039253463,0.0,-0.2799889617601109,0.0,0.688787509295697,0.6897791053313097,1.4705882352941178,1.2765957446808511,Subang,3
0.7727425039253463,0.0,0.3182891458858672,-0.2618595215361808,0.688787509295697,0.6897791053313097,1.1764705882352942,0.851063829787234,Subang,3
