scaled_log_Land lease value (IDR),scaled_log_Labor cost (IDR),scaled_log_Seed purchase value (IDR),scaled_log_Fertilizer purchase value (IDR),scaled_log_Pesticide purchase value (IDR),scaled_log_Equipment rent value (IDR),scaled_log_Production value (IDR),scaled_log_Land area (m2),Regency,Regency_encoded
-0.849969270594508,-0.880002928076743,-0.9131585070283044,-0.9331515634873622,-0.8815124624144574,-0.8242419227026196,-0.8702310800320572,-0.925592045570671,Garut,0
0.1115247743237248,0.1087626285091516,0.1572540539343188,0.1372630636484282,0.1198490485231838,1.0763463579569668,0.2612240965528912,0.1442463931105189,Garut,0
-0.5506400739580755,-1.1265329270084914,-1.5834513567274977,-1.6034520518533737,-1.5085599650125951,-0.2972897888365952,-1.620058652082087,-1.5937680369135998,Garut,0
-1.1622963828777606,-0.010950158005602,-0.4824838747627679,-0.5024753461356359,-0.6311203287966946,-0.5144893048928052,-0.141042613639179,-0.4953577678744467,Garut,0
-1.1622963828777606,-0.010950158005602,-0.4824838747627679,-0.5024753461356359,-0.6311203287966946,-0.5144893048928052,-0.141042613639179,-0.4953577678744467,Garut,0
-1.1622963828777606,-0.010950158005602,-0.4824838747627679,-0.5024753461356359,-0.6311203287966946,-0.5144893048928052,-0.141042613639179,-0.4953577678744467,Garut,0
-1.1622963828777606,-0.0825875058661221,-0.3173935486849233,-0.5024753461356359,-0.6311203287966946,-0.588059510379741,-0.6391583702006775,-0.4953577678744467,Garut,0
0.0639972956273123,-0.3609115324599208,0.086838971626637,0.066847990426459,0.0539762332310326,0.0427614583058853,0.1262291109029003,0.0738287863678153,Garut,0
-0.2707904999988941,-0.3609115324599208,-0.3194681214936815,-0.3394593213956994,-0.3261209636816008,-0.3081639249974027,-0.2464105887036903,-0.3324174831045194,Garut,0
-0.1350667739476447,-0.3609115324599208,-0.1172720286995037,-0.1372630532169848,-0.1369681141278812,1.4412542779536923,0.1262291109029003,-0.1302701609322276,Garut,0
-0.049033646750423,-0.3609115324599208,-0.0214928680424233,-0.0414838580682872,-0.0473674225176158,-0.0584107925080375,0.446774825525235,-0.0345005950790825,Garut,0
-1.2210990959353276,-0.010950158005602,-0.3828576055617051,-0.5679394829905973,-0.6369620906384157,-0.5382876294470667,-0.6321083229278004,-0.5607800584511013,Garut,0
-1.2210990959353276,-0.010950158005602,-0.3828576055617051,-0.5679394829905973,-0.6369620906384157,-0.5382876294470667,-0.6321083229278004,-0.5607800584511013,Garut,0
-1.2210990959353276,-0.010950158005602,-0.3828576055617051,-0.5679394829905973,-0.6369620906384157,-0.588059510379741,-0.5979466302820364,-0.5607800584511013,Garut,0
-0.2596055458490072,-0.165286740475706,-0.2734223149694121,-0.2934134609564537,-0.2830454871812681,-0.7585281561878086,-0.2205573469359057,-0.286386667546044,Garut,0
-0.3899884488514161,-0.3001126447305454,-0.4521689153453898,-0.4721603257744022,-0.4502614259412399,-0.6548430127795721,-0.3718866581876861,-0.4650597490626213,Garut,0
-0.9587854800269904,-0.3609115324599208,-0.3692013684262558,-0.3891926371388966,-0.3726460013646456,-0.6688772738961392,-0.730223361364989,-0.3821315988192768,Garut,0
-0.7982272147743548,-0.2630991513700902,-0.1904546876501962,-0.2104457580962596,-0.2054299295347866,-0.4688673012930963,-0.5979466302820364,-0.2034400464041174,Garut,0
